,Adaptive momentum,Fixed momentum (20d half-life),Buy and hold
2021-09-01,0.9880150556126198,1.0281317522181435,0.7786011967865294
2021-09-02,0.9832329905155902,1.0231555193768516,0.7748327100752114
2021-09-03,0.9881125116712315,1.0282331653167955,0.7786779966322789
2021-09-06,0.986326766252877,1.0263749126964952,0.7772707473074952
2021-09-07,0.997470331252107,1.037970943489276,0.7860523878256037
2021-09-08,1.0078000299295273,1.0487200622813135,0.7941926643396056
2021-09-09,0.9961519227681034,1.03659900323685,0.7850134214478471
2021-09-10,0.9904769367322185,1.0306935938974446,0.780541272066938
2021-09-13,0.9945321831056133,1.0349134967581044,0.7837369922755048
2021-09-14,0.9993565902161085,1.0399337908394042,0.7875388464362066
2021-09-15,1.003883288939417,1.0446442885830576,0.791106092728091
2021-09-16,1.003556887230484,1.044304633879391,0.7908488732052055
2021-09-17,1.0064017052963905,1.0472649610183622,0.7930907203695498
2021-09-20,1.0104536920365468,1.051481471893835,0.7962838718375632
2021-09-21,1.0100826936594995,1.0510954097490357,0.7959915080939806
2021-09-22,1.016429518471762,1.0576999367531377,0.8009930972565645
2021-09-23,1.0028430645917656,1.0435618276679373,0.7902863482136656
2021-09-24,1.0067645688808131,1.047642558070906,0.7933766735232962
2021-09-27,1.0006376794023344,1.041266896506468,0.7885484034949974
2021-09-28,1.0065106457276123,1.0473783247933397,0.7931765704278515
2021-09-29,1.005231070993451,1.0460467950701298,0.7921682068267746
2021-09-30,0.9999847129600302,1.0405874174553624,0.788033835978489
2021-10-01,1.002330837972844,1.0430288029450312,0.789882690135529
2021-10-04,0.9969647405389211,1.037444824111944,0.7856539591456608
2021-10-05,0.9916188368429045,1.0318818589496703,0.7814411417478093
2021-10-06,0.9911230274244831,1.022325993154202,0.7742045122704769
2021-10-07,0.9911230274244831,1.0222644034171267,0.7741578705410554
2021-10-08,0.9911230274244831,1.0254187966181978,0.7765466833718921
2021-10-11,0.9911230274244831,1.0318355123795617,0.7814060436245623
2021-10-12,0.9898840386854072,1.031061547300783,0.7808199221130847
2021-10-13,0.9893890966660646,1.0376681488867308,0.7858230823504893
2021-10-14,0.9890999847409663,1.037883763290421,0.7859863665136282
2021-10-15,0.9886453694371151,1.0374067257313373,0.7856251073524231
2021-10-18,0.9921527428903839,1.0410870876918088,0.788412234800679
2021-10-19,0.99857316669045,1.0478241756690947,0.7935142120041396
2021-10-20,0.9966292348950734,1.0457843664703372,0.7919694704085783
2021-10-21,0.9952721828148449,1.0443603827055639,0.7908910916297253
2021-10-22,0.9944116561202723,1.043457413644849,0.790207275776536
2021-10-25,0.9950051138089753,1.0440801414871368,0.7906788657670519
2021-10-26,0.9897431127575531,1.0385586112698266,0.7864974269329573
2021-10-27,0.9959663419141028,1.045088778691182,0.7914427037989955
2021-10-28,0.9936758093900471,1.0426852739366768,0.7896225366129296
2021-10-29,0.9965363998719127,1.0456869526955022,0.7918956992391669
2021-11-01,0.9917120879835474,1.0406246990758192,0.7880620692416315
2021-11-02,0.9939487589623954,1.0429716857592506,0.7898394354562428
2021-11-03,0.9963864786394879,1.0455296371406475,0.7917765646253211
2021-11-04,0.9939740748154915,1.042998250225217,0.7898595526493446
2021-11-05,1.0062003251864349,1.0558275161656558,0.7995751185712877
2021-11-08,1.0085437129810964,1.0582864830857788,0.8014372870946658
2021-11-09,1.0194558408354164,1.0697368121704707,0.8101085881314313
2021-11-10,1.0254420922408531,1.076018313770437,0.8148655510914787
2021-11-11,1.0214775732020045,1.0718582591721608,0.8117151537985956
2021-11-12,1.019239804139491,1.0695101202460597,0.8099369149939493
2021-11-15,1.0220124480284316,1.0724195147644222,0.8121401910322916
2021-11-16,1.0224898752863212,1.072920489394652,0.8125195776681144
2021-11-17,1.0228956458666958,1.0733462731409757,0.8128420224654322
2021-11-18,1.021242725557539,1.071611828517224,0.8115285325776824
2021-11-19,1.0103222970655665,1.0601527893959561,0.8028506354554567
2021-11-22,1.0090575638036547,1.0588256777412375,0.8018456176448463
2021-11-23,0.9958168352219318,1.0449318981222795,0.791323898598751
2021-11-24,0.9953189268043209,1.0473703889349941,0.7931705606253214
2021-11-25,0.9953189268043209,1.0429218913007374,0.789801726257098
2021-11-26,0.9953189268043209,1.0385585938533146,0.7864974137434833
2021-11-29,0.9953189268043209,1.038039314556388,0.785541753350893
2021-11-30,0.9953189268043209,1.038039314556388,0.7869066650280185
2021-12-01,0.9953189268043209,1.038039314556388,0.7802525180804856
2021-12-02,0.9953189268043209,1.038039314556388,0.7721864228759161
2021-12-03,0.9953189268043209,1.038039314556388,0.7673397064004335
2021-12-06,0.9953189268043209,1.038039314556388,0.7580726617738747
2021-12-07,0.9953189268043209,1.038039314556388,0.7537631117515964
2021-12-08,0.9953189268043209,1.038039314556388,0.7610685566848051
2021-12-09,0.9953189268043209,1.038039314556388,0.7563346416558915
2021-12-10,0.9953189268043209,1.038039314556388,0.7593724412548688
2021-12-13,0.9953189268043209,1.038039314556388,0.7532239154962929
2021-12-14,0.9953189268043209,1.038039314556388,0.7546524174819281
2021-12-15,0.9953189268043209,1.038039314556388,0.7532814022644416
2021-12-16,0.9953189268043209,1.038039314556388,0.7530864204901138
2021-12-17,0.9953189268043209,1.038039314556388,0.7557364127712505
2021-12-20,0.9953189268043209,1.038039314556388,0.7638184238331179
2021-12-21,0.9953189268043209,1.038039314556388,0.7647877419921275
2021-12-22,0.9953189268043209,1.038039314556388,0.7654351438382444
2021-12-23,0.9953189268043209,1.038039314556388,0.7610539746370748
2021-12-24,0.9953189268043209,1.038039314556388,0.7637987354712181
2021-12-27,0.9953189268043209,1.038039314556388,0.7627481401387636
2021-12-28,0.9953189268043209,1.038039314556388,0.766641991313905
2021-12-29,0.9953189268043209,1.038039314556388,0.7665176224006364
2021-12-30,0.9953189268043209,1.038039314556388,0.7746434221386502
2021-12-31,0.98314798642982,1.025345981531548,0.7655582635738548
2022-01-03,0.9826564124366052,1.0248333085407824,0.7642735140855694
2022-01-04,0.9826564124366052,1.0248333085407824,0.7684032171185303
2022-01-05,0.9826564124366052,1.0248333085407824,0.7668647615307731
2022-01-06,0.9826564124366052,1.0248333085407824,0.7633047990810086
2022-01-07,0.9826564124366052,1.0248333085407824,0.7621642948080443
2022-01-10,0.9826564124366052,1.0248333085407824,0.755955543793721
2022-01-11,0.9826564124366052,1.0248333085407824,0.7565709322708933
2022-01-12,0.9826564124366052,1.0248333085407824,0.7678075099263805
2022-01-13,0.9890383111548767,1.0248333085407824,0.7731779681895753
2022-01-14,0.9825772960744091,1.0176260415589085,0.7681270874946454
2022-01-17,0.977539760762528,1.0171172285381291,0.7641890081773989
2022-01-18,0.9770509908821469,1.0171172285381291,0.7624117656596621
2022-01-19,0.9770509908821469,1.0171172285381291,0.7670970163084595
2022-01-20,0.9718557356695778,1.0171172285381291,0.7634016940005425
2022-01-21,0.9713698078017431,1.0171172285381291,0.7603227170248696
2022-01-24,0.9713698078017431,1.0171172285381291,0.7644460603485304
2022-01-25,0.9713698078017431,1.0171172285381291,0.768499093063833
2022-01-26,0.9688048148874557,1.0171172285381291,0.7668540488105031
2022-01-27,0.9624254240852144,1.0171172285381291,0.7618044644252194
2022-01-28,0.9619442113731718,1.0171172285381291,0.7548291599645903
2022-01-31,0.9619442113731718,1.0171172285381291,0.7517452510761055
2022-02-01,0.9619442113731718,1.0171172285381291,0.7418257158485272
2022-02-02,0.9619442113731718,1.0171172285381291,0.7452451693124933
2022-02-03,0.9619442113731718,1.0171172285381291,0.7425075703401577
2022-02-04,0.9619442113731718,1.0171172285381291,0.7447293236149845
2022-02-07,0.9619442113731718,1.0171172285381291,0.7531999856118315
2022-02-08,0.9619442113731718,1.0171172285381291,0.7585955414692563
2022-02-09,0.9549377029605354,1.0171172285381291,0.7534494605535227
2022-02-10,0.9544602341090551,1.0171172285381291,0.7574650796237077
2022-02-11,0.9607329770276369,1.0171172285381291,0.7628218966813284
2022-02-14,0.9565359486990326,1.0171172285381291,0.7594894565688255
2022-02-15,0.9511755020111246,1.0171172285381291,0.755233262384485
2022-02-16,0.950699914260119,1.0171172285381291,0.7548118455119643
2022-02-17,0.950699914260119,1.0171172285381291,0.7476687010697733
2022-02-18,0.950699914260119,1.0171172285381291,0.7543710657147216
2022-02-21,0.950699914260119,1.0171172285381291,0.7436363911437845
2022-02-22,0.950699914260119,1.0171172285381291,0.7387882538894975
2022-02-23,0.950699914260119,1.0171172285381291,0.7376680733447818
2022-02-24,0.950699914260119,1.0171172285381291,0.7367373384297939
2022-02-25,0.950699914260119,1.0171172285381291,0.7375457947048233
2022-02-28,0.950699914260119,1.0171172285381291,0.7388218864527587
2022-03-01,0.950699914260119,1.0171172285381291,0.73794935687517
2022-03-02,0.950699914260119,1.0171172285381291,0.7430746554274054
2022-03-03,0.950699914260119,1.0171172285381291,0.7336706784857828
2022-03-04,0.950699914260119,1.0171172285381291,0.7337433249558192
2022-03-07,0.950699914260119,1.0171172285381291,0.7306771942365814
2022-03-08,0.950699914260119,1.0171172285381291,0.7313315020113581
2022-03-09,0.950699914260119,1.0171172285381291,0.732374069327802
2022-03-10,0.950699914260119,1.0171172285381291,0.7284510524260341
2022-03-11,0.950699914260119,1.0171172285381291,0.7257276014959044
2022-03-14,0.950699914260119,1.0171172285381291,0.7292599553940937
2022-03-15,0.950699914260119,1.0171172285381291,0.7308619549642094
2022-03-16,0.950699914260119,1.0171172285381291,0.7279578201754215
2022-03-17,0.950699914260119,1.0171172285381291,0.7369959912949857
2022-03-18,0.9635846478566918,1.0171172285381291,0.7473529166241606
2022-03-21,0.9552619190556361,1.0171172285381291,0.7408978369821425
2022-03-22,0.9570889496066537,1.0171172285381291,0.7423148755517187
2022-03-23,0.9717030950633411,1.0171172285381291,0.7536495561688484
2022-03-24,0.9763817935330932,1.0215060350191207,0.7572783385027636
2022-03-25,0.9777754600047068,1.0229641108671,0.758359261392806
2022-03-28,0.9766532847982524,1.0217900734635612,0.7574889061880271
2022-03-29,0.973584426700132,1.0185793857094363,0.7551087104725418
2022-03-30,0.9724410510285162,1.017383168044804,0.7542219122603869
2022-03-31,0.9693299709996938,1.0141283070407188,0.7518089693616355
2022-04-01,0.9737694111580596,1.0187729193674882,0.7552521837776321
2022-04-04,0.9715430779350483,1.0164436944287065,0.7535254474381775
2022-04-05,0.9690717944589927,1.013858198671049,0.7516087285305617
2022-04-06,0.9622032782679059,1.00667224867967,0.7462815311538633
2022-04-07,0.9617221766287719,1.0061689125553301,0.7461341258223335
2022-04-08,0.9617221766287719,1.0061689125553301,0.7422162533955314
2022-04-11,0.9617221766287719,1.0061689125553301,0.7414859003183254
2022-04-12,0.9617221766287719,1.0061689125553301,0.7462099833621647
2022-04-13,0.9617221766287719,1.0061689125553301,0.7479249127799096
2022-04-14,0.9642546317117057,1.0061689125553301,0.7502683486383394
2022-04-15,0.9664136444363025,1.0079186889242524,0.7519482357327856
2022-04-18,0.9668535152741909,1.0083774511124448,0.7522904909383125
2022-04-19,0.9662117672153154,1.0077081415824674,0.7517911588733789
2022-04-20,0.9645254257759535,1.0059493760037468,0.7504790483941121
2022-04-21,0.9690254693115038,1.0106426851333996,0.7539804474241842
2022-04-22,0.9628382729271078,1.0041897641675386,0.7491663065724244
2022-04-25,0.9623568537906443,1.0036876692854548,0.7552926820967284
2022-04-26,0.9630091257193428,1.0043679546590947,0.7561822551856796
2022-04-27,0.9536350800781985,0.9945913172461892,0.7488214869605196
2022-04-28,0.9531582625381595,0.9940940215875662,0.7442318218727632
2022-04-29,0.9531582625381595,0.9940940215875662,0.7377276431189607
2022-05-02,0.9531582625381595,0.9940940215875662,0.7399018928711136
2022-05-03,0.9531582625381595,0.9940940215875662,0.7330161963258582
2022-05-04,0.9531582625381595,0.9940940215875662,0.7453527784102839
2022-05-05,0.9429683663085267,0.9940940215875662,0.7377571375063625
2022-05-06,0.9424968821253724,0.9940940215875662,0.7151550565179277
2022-05-09,0.9424968821253724,0.9940940215875662,0.7083691828892413
2022-05-10,0.9424968821253724,0.9940940215875662,0.689210063404864
2022-05-11,0.9424968821253724,0.9940940215875662,0.6893078251997241
2022-05-12,0.9424968821253724,0.9940940215875662,0.7000950796635885
2022-05-13,0.9424968821253724,0.9940940215875662,0.7069675672727656
2022-05-16,0.9424968821253724,0.9940940215875662,0.6943377669796895
2022-05-17,0.9424968821253724,0.9940940215875662,0.6874485319381436
2022-05-18,0.9424968821253724,0.9940940215875662,0.7052750253366629
2022-05-19,0.9424968821253724,0.9940940215875662,0.7089230541305132
2022-05-20,0.9424968821253724,0.9940940215875662,0.7094603815051415
2022-05-23,0.9424968821253724,0.9940940215875662,0.7205317858736041
2022-05-24,0.9756345562496354,0.9940940215875662,0.7462255546876428
2022-05-25,0.9942017084845567,1.012515426077294,0.7604268592506281
2022-05-26,0.9968416448257144,1.0152039914322646,0.7624460455821302
2022-05-27,1.002505414477546,1.0209720906955109,0.7667780463533079
2022-05-30,1.0119117851426584,1.030551731648195,0.7739726194874877
2022-05-31,1.0039714848108072,1.022465166814243,0.767899387474982
2022-06-01,0.9898929694796522,1.008127317837109,0.7571312695922432
2022-06-02,0.9913137789451341,1.0095742993591081,0.7582179924073515
2022-06-03,0.9789398061493408,0.9969723914860078,0.7487536139122668
2022-06-06,0.9787827244976731,0.9968124163078221,0.7486334681651773
2022-06-07,0.9807870918891836,0.9988537051993129,0.7501665321171936
2022-06-08,1.0141741620046631,1.0328557826801248,0.7757030250147906
2022-06-09,1.0028640414487373,1.0213373237638508,0.7670523464063237
2022-06-10,1.0018566242451064,1.020311349406266,0.7662818115203197
2022-06-13,1.000254694823678,1.0186799116036136,0.7650565569786283
2022-06-14,1.0071021110749103,1.0256534608582344,0.7702938837599745
2022-06-15,1.0226846204196955,1.0415230082085785,0.7822123491369455
2022-06-16,1.016397366528532,1.0351199397988782,0.7774034691189697
2022-06-17,1.0054804158953516,1.0240018932018067,0.7690535111459168
2022-06-20,0.9833359123771429,1.0014494762992183,0.7521160274177066
2022-06-21,0.9828442444209544,0.9892398726878793,0.7429462801844857
2022-06-22,0.9828442444209544,0.9887452527515354,0.7490711052248077
2022-06-23,0.9828442444209544,0.9895757547891834,0.7500748271907062
2022-06-24,0.9828442444209544,0.9762905578645813,0.7400049646873162
2022-06-27,0.9828442444209544,0.975802412585649,0.7366686149302112
2022-06-28,0.9828442444209544,0.975802412585649,0.7375093542120543
2022-06-29,0.9828442444209544,0.975802412585649,0.7432483759821045
2022-06-30,0.9828442444209544,0.975802412585649,0.7376155514798922
2022-07-01,0.9828442444209544,0.975802412585649,0.7355485851049232
2022-07-04,0.9828442444209544,0.975802412585649,0.7175613927916421
2022-07-05,0.9828442444209544,0.975802412585649,0.7065818919700761
2022-07-06,0.9828442444209544,0.975802412585649,0.723273276705177
2022-07-07,0.9828442444209544,0.975802412585649,0.7019436691325115
2022-07-08,0.9828442444209544,0.975802412585649,0.6991210629071948
2022-07-11,0.9828442444209544,0.975802412585649,0.7017608643229389
2022-07-12,0.9828442444209544,0.975802412585649,0.6985814699309076
2022-07-13,0.9828442444209544,0.975802412585649,0.6912057954788656
2022-07-14,0.9828442444209544,0.975802412585649,0.6910985981511227
2022-07-15,0.9828442444209544,0.975802412585649,0.6915344624099485
2022-07-18,0.9828442444209544,0.975802412585649,0.6912235882135433
2022-07-19,0.9828442444209544,0.975802412585649,0.6737609495064875
2022-07-20,0.9828442444209544,0.975802412585649,0.6728428010137325
2022-07-21,0.9828442444209544,0.975802412585649,0.6653013828105057
2022-07-22,0.9828442444209544,0.975802412585649,0.6606814768342149
2022-07-25,0.9828442444209544,0.975802412585649,0.6632483396511177
2022-07-26,0.9828442444209544,0.975802412585649,0.6696931967213099
2022-07-27,0.9828442444209544,0.975802412585649,0.6786289921062372
2022-07-28,0.9828442444209544,0.975802412585649,0.6744009342890983
2022-07-29,0.9828442444209544,0.975802412585649,0.6836600771908808
2022-08-01,0.9993361575955247,0.975802412585649,0.69547357499164
2022-08-02,1.0160767301422706,0.975802412585649,0.7071239348310211
2022-08-03,1.0367653430775983,0.975802412585649,0.7215218763949189
2022-08-04,1.0353774685672523,0.9740082454006522,0.7205560051612867
2022-08-05,1.0335797037077132,0.9723170382325982,0.719304876655273
2022-08-08,1.0463196673335609,0.9843018746757277,0.7281710704588178
2022-08-09,1.0272112313571895,0.9663260400040972,0.714872830242071
2022-08-10,1.0309488528168036,0.9698421239738287,0.7174739739500479
2022-08-11,1.0240360884454431,0.9633390951745503,0.7126631353609665
2022-08-12,1.0194759511700768,0.9628574256269631,0.7094895736427731
2022-08-15,0.9956171524688753,0.9628574256269631,0.6928853870518917
2022-08-16,0.9951193438926409,0.9628574256269631,0.6847795615955669
2022-08-17,0.9951193438926409,0.9628574256269631,0.6850624921854439
2022-08-18,0.9951193438926409,0.9628574256269631,0.6941224653686047
2022-08-19,0.9951193438926409,0.9628574256269631,0.7043030837889005
2022-08-22,0.99419937543162,0.9628574256269631,0.7040041208407971
2022-08-23,0.9922625389281348,0.9628574256269631,0.7026326244251446
2022-08-24,0.9814766465771709,0.9628574256269631,0.6949950088224118
2022-08-25,0.9809859082538824,0.9628574256269631,0.6994103724005586
2022-08-26,0.9809859082538824,0.9628574256269631,0.697478412181463
2022-08-29,0.9809859082538824,0.9628574256269631,0.7039124210396499
2022-08-30,1.005554133577308,0.9628574256269631,0.721893457161055
2022-08-31,1.005802285275957,0.9626136118746453,0.7220716067819023
2022-09-01,0.98562684851908,0.9433044988093898,0.7075875374475721
2022-09-02,0.9745013721404451,0.9428328465599852,0.699600489970611
2022-09-05,0.9740141214543749,0.9428328465599852,0.6859435799163702
2022-09-06,0.9740141214543749,0.9428328465599852,0.6750156283204938
2022-09-07,0.9740141214543749,0.9428328465599852,0.687945509714695
2022-09-08,0.9740141214543749,0.9428328465599852,0.6906152506006357
2022-09-09,0.9740141214543749,0.9428328465599852,0.6765459887993067
2022-09-12,0.9740141214543749,0.9428328465599852,0.6832434758841271
2022-09-13,0.9740141214543749,0.9428328465599852,0.6958934255142585
2022-09-14,0.9693107560740978,0.9428328465599852,0.6928810091954827
2022-09-15,0.9608529565926384,0.9428328465599852,0.6868352198512874
2022-09-16,0.9603725301143421,0.9428328465599852,0.6840774353711511
2022-09-19,0.9603725301143421,0.9428328465599852,0.6872895076467894
2022-09-20,0.9603725301143421,0.9428328465599852,0.6939606052102698
2022-09-21,0.9766034925626803,0.9428328465599852,0.7060360014875102
2022-09-22,0.9940181069625851,0.9591738525696026,0.7186259060004376
2022-09-23,1.0113598360605753,0.9759076856785037,0.7311631180465422
2022-09-26,1.0315501776710412,0.9953902761982918,0.7457597359860437
2022-09-27,1.0418751585974035,1.005353325828352,0.7532241863020617
2022-09-28,1.020496664008875,0.9847242317776649,0.7377685925508053
2022-09-29,1.0193405871730288,0.9836086799937103,0.7369328062027026
2022-09-30,1.0245472649143104,0.9886328431484982,0.740696976576333
2022-10-03,1.0197801394862458,0.9840328242650481,0.7372505807755274
2022-10-04,1.0335967467089966,0.9973651049211647,0.7472393041335369
2022-10-05,1.029117574128705,0.9930429450026795,0.7440010839933826
2022-10-06,1.0165771536423616,0.9809421157054306,0.7349349804983843
2022-10-07,1.038068150804473,1.0016797686708616,0.7504719080435648
2022-10-10,1.0485261367538243,1.011771160973372,0.758032514409939
2022-10-11,1.0524860704768955,1.015592283404114,0.76089535054895
2022-10-12,1.0669765334564139,1.0295747985154862,0.7713712382758263
2022-10-13,1.0837253008647223,1.045736455580174,0.7834797683608213
2022-10-14,1.0896744258797155,1.0514770403040135,0.7877806913760701
2022-10-17,1.053556622557187,1.0166253084124486,0.7616693067306648
2022-10-18,1.0443695977011491,1.0077603250051088,0.7550275423459167
2022-10-19,1.0384418201328143,1.0020403394157422,0.7507420524783021
2022-10-20,1.0379225992227479,0.9890201714324369,0.7409871681179596
2022-10-21,1.0379225992227479,0.9924694301947831,0.7435713990125784
2022-10-24,1.0379225992227479,1.0098802527125863,0.7566158205974143
2022-10-25,1.031103261174543,1.003750098048049,0.7520230265612504
2022-10-26,1.0155615380511516,0.9886206665969549,0.7406878537407163
2022-10-27,1.015053757282126,1.0178045584975626,0.7625528166997344
2022-10-28,1.008857500562331,1.012100412167529,0.758279193817503
2022-10-31,0.9922868939186708,0.9954765403079587,0.7458243662131903
2022-11-01,0.9962913695842222,0.999493888119082,0.7488342170371606
2022-11-02,1.0029483696237909,1.0061722866838856,0.75383776275143
2022-11-03,0.9937926759842356,0.9969871626191803,0.7469561446953892
2022-11-04,1.0055550528981612,1.008787348984468,0.7557970024762924
2022-11-07,0.9994173781492578,1.0026299450501635,0.7511837929220012
2022-11-08,0.9872775193445696,0.990451063401336,0.7420592115590772
2022-11-09,0.9867838805848974,0.9936258537517064,0.7444378070407871
2022-11-10,0.9867838805848974,1.005109225625329,0.7530413031583203
2022-11-11,0.9782574706348566,0.9969270282160778,0.746911091194613
2022-11-14,0.9834842815829934,1.0022535902531575,0.7509018228638608
2022-11-15,0.98288563704142,1.0016435208780663,0.7504447507113792
2022-11-16,1.023245629045005,1.042773763267983,0.7812600795720319
2022-11-17,1.0138548299657877,1.033203745456064,0.7740900939619086
2022-11-18,1.0344171537397973,1.0541584909587352,0.7897896701456463
2022-11-21,1.034383175723733,1.054123864489123,0.7897637275305198
2022-11-22,1.0332721542684231,1.0529916397415753,0.7889154495746279
2022-11-23,1.044495430396251,1.0644291065157392,0.797484552976388
2022-11-24,1.0583909625706054,1.0785898280148247,0.8080939553174111
2022-11-25,1.0780868272370068,1.098661578468495,0.8231319797757946
2022-11-28,1.0838170744627866,1.104501184614342,0.8275070909675798
2022-11-29,1.0754977619939963,1.0960231022022244,0.8211551979940249
2022-11-30,1.0681802966379277,1.0885659866570037,0.8155682270810065
2022-12-01,1.0765825171208239,1.0971285593414668,0.8219834212990124
2022-12-02,1.086133656505441,1.1068619774738164,0.8292758286192309
2022-12-05,1.1083772396726903,1.1295300683695721,0.8462590661351646
2022-12-06,1.1156698934159919,1.136961898784729,0.8518270930898465
2022-12-07,1.1331454859065422,1.1547710042716652,0.8651699136132804
2022-12-08,1.1582754014645138,1.1803805117771597,0.8843568998765716
2022-12-09,1.1617638186503139,1.1839355036710224,0.8870203474504471
2022-12-12,1.1386479644670504,1.160378494900477,0.8693711207486954
2022-12-13,1.1207876345320702,1.1421773094462189,0.8557345486587582
2022-12-14,1.0992217650606442,1.1201998660753116,0.8392687535250803
2022-12-15,1.1247769040092122,1.1462427121484537,0.8587804028512211
2022-12-16,1.1122900388419794,1.1335175413661387,0.8492465343476613
2022-12-19,1.1324311366448425,1.1540430220093756,0.8646244995453419
2022-12-20,1.1425550389865418,1.1643601339951497,0.8723542181237024
2022-12-21,1.1711436904610117,1.1934943856729339,0.8941819899624611
2022-12-22,1.1885381398431798,1.2112207994755966,0.9074628567677339
2022-12-23,1.187667042479538,1.2103330776517514,0.9067977636793139
2022-12-26,1.1851750534171992,1.2077935302168086,0.9048951007039026
2022-12-27,1.1874199405371102,1.2100812598915751,0.9066090984383163
2022-12-28,1.1911705623546305,1.2139034604622247,0.9094727423341962
2022-12-29,1.1831804130851022,1.2057608231654156,0.9033721693369482
2022-12-30,1.1834682020918694,1.2060541044823303,0.9035918996303839
2023-01-02,1.2112825571038497,1.2343992826345047,0.9248284870079282
2023-01-03,1.18358719931217,1.2061753727054325,0.903682755408471
2023-01-04,1.188709970130984,1.211395909059035,0.9075940512146121
2023-01-05,1.1745338213804657,1.1969492155559107,0.8967703948153256
2023-01-06,1.178438008847453,1.2009279125001173,0.8997512878917705
2023-01-09,1.193210795482077,1.2159826304248047,0.9110304843369472
2023-01-10,1.193083674561402,1.2158530834645445,0.9109334260180229
2023-01-11,1.20690966348367,1.229942934513144,0.9214897312676766
2023-01-12,1.1811698478525765,1.2037118872947845,0.9018370791211087
2023-01-13,1.2004580489627994,1.2233681941359371,0.9165638476568689
2023-01-16,1.1911978315968312,1.2139312501243584,0.9094935627215277
2023-01-17,1.202464372873934,1.2254128077416662,0.9180956995739136
2023-01-18,1.2063838947680272,1.2294071317628978,0.9210883006659129
2023-01-19,1.164311002438192,1.1865312991954065,0.8889651522483525
2023-01-20,1.1528586034358637,1.1748603368505683,0.8802211108355392
2023-01-23,1.1522821741341458,1.1793181063020985,0.8835609314554038
2023-01-24,1.1522821741341458,1.2061000566416082,0.9036263276040047
2023-01-25,1.157159693614371,1.2118084329983438,0.9079031196789357
2023-01-26,1.1621551913273132,1.2170398511759497,0.9118225682934676
2023-01-27,1.1401942328840957,1.1940417509266286,0.8945920833467796
2023-01-30,1.1640841975610337,1.2190599578511376,0.9133360592896884
2023-01-31,1.1947461777907675,1.2511699997233725,0.9373933330261744
2023-02-01,1.196061182198045,1.252547107342107,0.9384250805112857
2023-02-02,1.193221999911907,1.249573840077314,0.9361974688262723
2023-02-03,1.1672966446372979,1.2224241179398965,0.9158565331174916
2023-02-06,1.182649203839715,1.238501726598633,0.9279020930102605
2023-02-07,1.2291082673893667,1.2871548946180125,0.964353698581088
2023-02-08,1.2423795139711098,1.301052897298977,0.9747662684623962
2023-02-09,1.2654405885624438,1.3252030684620382,0.9928599003786823
2023-02-10,1.275973702017108,1.3362336252473528,1.0011241413630463
2023-02-13,1.2593797685580124,1.3188560164235126,0.9881046039228852
2023-02-14,1.284067494155697,1.34470965981942,1.0074745000673884
2023-02-15,1.262948063308889,1.3225928296692537,0.9909042744905109
2023-02-16,1.2601104957476403,1.3196212533873464,0.9886779297125394
2023-02-17,1.2659253244886246,1.325710696826874,0.9932402223532799
2023-02-20,1.2825676841515394,1.3431390188603862,1.0062977548098284
2023-02-21,1.2909622507935536,1.3519300324986037,1.012884100052145
2023-02-22,1.2988815580028512,1.360223341808191,1.0190975585407993
2023-02-23,1.2860078386972185,1.3467416402723456,1.0089968870570325
2023-02-24,1.2638865303614022,1.3235756173472228,0.9916405921909929
2023-02-27,1.2658606553082432,1.3256429735397828,0.9931894831589064
2023-02-28,1.2542145547730303,1.3134468670576807,0.9840519967200312
2023-03-01,1.2323224072757355,1.290520827462573,0.9668755005812975
2023-03-02,1.21152182320921,1.268737902147939,0.9505554409824744
2023-03-03,1.2040796219084227,1.2609442308455832,0.9447163179854068
2023-03-06,1.174073553879413,1.22952107768934,0.9211736704812024
2023-03-07,1.1734865171024733,1.2289063171504953,0.9045920096065958
2023-03-08,1.1734865171024733,1.2289063171504953,0.8847384874460941
2023-03-09,1.1734865171024733,1.2289063171504953,0.887620014153675
2023-03-10,1.1734865171024733,1.2289063171504953,0.8933295222019644
2023-03-13,1.1734865171024733,1.2289063171504953,0.9194314520611456
2023-03-14,1.1493579283578725,1.2036382167505169,0.9009863205117157
2023-03-15,1.1487832493936936,1.2030363976421417,0.8930796025582297
2023-03-16,1.1487832493936936,1.2030363976421417,0.9051967079724261
2023-03-17,1.1487832493936936,1.2030363976421417,0.9030856899794275
2023-03-20,1.1487832493936936,1.2030363976421417,0.8995903315650049
2023-03-21,1.1487832493936936,1.2030363976421417,0.922020860334179
2023-03-22,1.1435797831223198,1.1975871892543366,0.9183055351059144
2023-03-23,1.1260059060481873,1.179183357392209,0.9041935432461208
2023-03-24,1.1254429030951631,1.178593765713513,0.8882971137174039
2023-03-27,1.1254429030951631,1.178593765713513,0.8931066432350996
2023-03-28,1.1254429030951631,1.178593765713513,0.8975594677599343
2023-03-29,1.1254429030951631,1.178593765713513,0.8811038922266425
2023-03-30,1.1254429030951631,1.178593765713513,0.8696405772746683
2023-03-31,1.1254429030951631,1.178593765713513,0.8767886520485932
2023-04-03,1.1254429030951631,1.178593765713513,0.8845222851367762
2023-04-04,1.1254429030951631,1.178593765713513,0.8772066516120559
2023-04-05,1.1254429030951631,1.178593765713513,0.8855010350572206
2023-04-06,1.1254429030951631,1.178593765713513,0.8932438307334954
