,price_a,price_b,return_a,return_b,hedge_ratio,intercept,z_score,target_state,state,target_weight_a,target_weight_b,weight_a,weight_b,gross_exposure,turnover,transaction_cost,gross_strategy_return,net_strategy_return,strategy_growth
2018-10-09,76.57022989442368,81.175974396459,-0.022072282980730384,-0.010958847017150997,1.0459713513982933,-0.23912055015085087,-0.9019650649806821,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-10,77.53028976080675,81.82434612878183,0.01253829154890651,0.007987236828919553,1.0408012456656974,-0.2166740740769244,-0.7109611418862343,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-11,78.24152010219152,82.20533626109054,0.009173580333299736,0.004656195256471429,1.025882689668227,-0.15156866384276135,-0.5013583713267098,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-12,78.45441192182832,82.87080178222936,0.0027209570999995325,0.008095162083216367,1.0131702743456044,-0.09606829349573331,-0.7037274778913387,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-15,81.80837829567173,84.30101158507573,0.04275051321760315,0.017258307776540027,1.0267094252231874,-0.1552365516459977,0.282661800744323,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-16,83.20280633798012,85.45191960946184,0.017045051758252106,0.01365236315372842,1.0458367559675534,-0.23882881107624776,0.3446283513854478,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-17,83.93506160962151,84.59264140954593,0.008800848239023162,-0.010055692181556997,1.0935753034473192,-0.44739786371515855,1.005585622375191,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-18,83.32043269510335,83.3333840365097,-0.007322671869555264,-0.01488613373519898,1.142020655974203,-0.6588304510584964,1.2533659067376688,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-19,83.01828449464001,83.96510023886903,-0.003626339790732902,0.007580589815992189,1.1855496872709874,-0.8489261009337552,0.6404291709757154,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.0192002317571693
2018-10-22,81.62791398809772,83.21820445348851,-0.0167477624357808,-0.00889531225777973,1.2194035242342538,-0.9967220340465488,0.30586966979796865,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-23,81.86129258684079,83.22555723166982,0.002859053813100143,8.835540528173702e-05,1.2563213916877682,-1.1578031460699636,0.3364932317906261,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-24,82.37393009174077,83.87369415391943,0.0062622698555139245,0.007787715021786212,1.2901207580588223,-1.3052103976645553,0.0928932075042621,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-25,80.96492711882759,82.658515520045,-0.017104962350879216,-0.014488197355948307,1.309206252156925,-1.3883504564440132,0.11432553744300977,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-26,78.92084910946686,81.11987719443607,-0.025246462661057567,-0.018614395817885265,1.3259833525759717,-1.4614196843493081,0.04190182695407007,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-10-29,77.27324144733042,81.32567051031508,-0.020876709776033064,0.0025369036911353504,1.3266398697013653,-1.4644107409952207,-1.0415261290049966,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.0192002317571693
2018-10-30,77.0643742457727,81.37443767036069,-0.002702969328652882,0.0005996527263729678,1.317852929277053,-1.4262992695703867,-1.1595299692946304,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.0192002317571693
2018-10-31,74.84954902551785,81.21085841204047,-0.028739936474295624,-0.0020102044696501675,1.2994997174301117,-1.3468366703998447,-2.1768411243305943,1.0,0.0,0.4348772006450107,-0.5651227993549893,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0192002317571693
2018-11-01,75.31717868820785,81.25527769833522,0.00624759492579674,0.0005469624033449527,1.2835208390293034,-1.2781302127229734,-1.8550504907495373,1.0,1.0,0.4379202426832627,-0.5620797573167374,0.4348772006450107,-0.5651227993549893,1.0,1.0,0.0005,0.002407835667574227,0.0019078356675742269,1.0211446983117154
2018-11-02,74.13788056476702,80.64454262737547,-0.015657757552533846,-0.007516251107123617,1.268550285676904,-1.2136577638459682,-1.9950715179766205,1.0,1.0,0.44081015365353204,-0.5591898463464681,0.4379202426832627,-0.5620797573167374,1.0,0.006086084076503906,3.043042038251953e-06,-0.0026321163890576094,-0.0026351594310958615,1.0184538192294457
2018-11-05,72.57159589598776,79.56940703592961,-0.021126644798146743,-0.013331783607647307,1.2698504093442573,-1.2207144056925472,-2.0582789272611866,1.0,1.0,0.4405576666564968,-0.5594423333435034,0.44081015365353204,-0.5591898463464681,1.0,0.005779821940538721,2.8899109702693605e-06,-0.0018578415125700002,-0.0018607314235402695,1.0165587502045808
2018-11-06,72.4094789818191,79.4660424643892,-0.002233889336001438,-0.0012990491621199807,1.2785994360044268,-1.260343131194169,-1.9740228046109858,1.0,1.0,0.43886607896011837,-0.5611339210398816,0.4405576666564968,-0.5594423333435034,1.0000000000000002,0.0005049739940705122,2.524869970352561e-07,-0.00025741397905329954,-0.0002576664660503348,1.016296817103883
2018-11-07,72.12848717457932,78.78986827274505,-0.003880594242507085,-0.00850897025540387,1.2900001357223763,-1.3117815881353598,-1.6430086700757376,1.0,1.0,0.4366811968264586,-0.5633188031735413,0.43886607896011837,-0.5611339210398816,1.0,0.0033831753927566766,1.6915876963783384e-06,0.0030716106641822003,0.003069919076485822,1.0194167660900821
2018-11-08,69.9269737618408,77.64856596387651,-0.030522107130986798,-0.014485394301177457,1.3024705198775164,-1.3683175254481785,-2.03783247659816,1.0,1.0,0.4343160928085179,-0.565683907191482,0.4366811968264586,-0.5633188031735413,1.0,0.004369764267319498,2.1848821336597492e-06,-0.005168535290388581,-0.0051707201725222415,1.0141456472534527
2018-11-09,68.98609105472264,78.01836214650628,-0.013455218444353823,0.004762434154956585,1.33793093029366,-1.5254713890097555,-2.5759453453482326,1.0,1.0,0.42772863263090205,-0.5722713673690979,0.4343160928085179,-0.565683907191482,0.9999999999999999,0.004730208035881367,2.3651040179406835e-06,-0.008537850263154862,-0.008540215367172803,1.0054846250122274
2018-11-12,68.32679347330264,77.99085868406335,-0.00955696389431615,-0.0003525255040764952,1.3787083301336593,-1.705793076891971,-2.6505795191139123,1.0,1.0,0.4203962240060807,-0.5796037759939192,0.42772863263090205,-0.5722713673690979,1.0,0.013174920355231767,6.5874601776158835e-06,-0.0038860468463684113,-0.003892634306546027,1.0015706410662002
2018-11-13,67.21974240841449,78.29238783234699,-0.016202297936324328,0.0038662114172265394,1.4227416628803853,-1.9008266724042127,-3.048777107656318,1.0,1.0,0.4127555221100648,-0.5872444778899352,0.4203962240060807,-0.5796037759939192,0.9999999999999999,0.014664817249642692,7.332408624821346e-06,-0.009052255608867564,-0.009059588017492386,0.9924968236877246
2018-11-14,66.19223791510902,77.61391482118943,-0.015285754697817011,-0.008665887322410248,1.5001277044911012,-2.2421888520085256,-2.831721391809874,1.0,1.0,0.3999795683251105,-0.6000204316748896,0.4127555221100648,-0.5872444778899352,1.0,0.015281403792031856,7.640701896015928e-06,-0.0012202851850420214,-0.0012279258869380373,0.9912781111452147
2018-11-15,67.44809155785114,77.17103533696817,0.01897282343517004,-0.005706186645031086,1.5575153228748215,-2.4954978867775477,-1.8645481287655001,1.0,1.0,0.3910044999753635,-0.6089955000246364,0.3999795683251105,-0.6000204316748896,1.0,0.025551907569908716,1.2775953784954357e-05,0.011012570301476895,0.01099979434769194,1.0021819665091807
2018-11-16,66.26575310771352,76.49556837751012,-0.01752960569868034,-0.008752855997183562,1.6233130605610158,-2.785573310315602,-1.8230056581935679,1.0,1.0,0.38119735499130336,-0.6188026450086966,0.3910044999753635,-0.6089955000246364,1.0,0.0179501366994938,8.975068349746901e-06,-0.0015237047963293478,-0.0015326798646790947,1.0006459423883676
2018-11-19,66.55665111206852,75.9027588818325,0.00438986943802111,-0.007749592665970861,1.673051631852346,-3.0049930116525516,-1.208196862808645,1.0,1.0,0.374104258998929,-0.6258957410010709,0.38119735499130336,-0.6188026450086966,1.0,0.01961428996812037,9.807144984060184e-06,0.006468875057973573,0.006459067912989513,1.0071091824871115
2018-11-20,65.86648196716547,76.05157312570512,-0.010369649514681,0.0019605907092823394,1.735803534144841,-3.281691023037193,-1.4906650009887468,1.0,1.0,0.36552332341093363,-0.6344766765890664,0.374104258998929,-0.6258957410010709,1.0,0.01418619198474863,7.0930959923743155e-06,-0.005106455422554425,-0.005113548518546799,1.0019592808189897
2018-11-21,65.94084628844074,75.53264390085567,0.0011290161407488952,-0.006823385809412663,1.777804803423932,-3.467132685713322,-1.00019739242924,1.0,1.0,0.35999649751033497,-0.6400035024896651,0.36552332341093363,-0.6344766765890664,1.0,0.017161871175990828,8.580935587995414e-06,0.0047419608833922655,0.00473337994780427,1.0067019347873345
2018-11-22,66.20295442172642,75.79024034058168,0.003974897928048282,0.003410398821258376,1.8210492164959764,-3.658197027140175,-0.9807721448251403,1.0,1.0,0.3544780410609424,-0.6455219589390577,0.35999649751033497,-0.6400035024896651,1.0,0.011053651801197384,5.526825900598692e-06,-0.0007517178584335166,-0.0007572446843341153,1.0059396150985078
2018-11-23,66.66189480582996,76.03755266657755,0.006932324820128066,0.003263115737389466,1.8522499266176393,-3.7959870954803856,-0.8747412603152749,1.0,1.0,0.35060041221067084,-0.6493995877893292,0.3544780410609424,-0.6455219589390577,1.0,0.011036912898785223,5.518456449392611e-06,0.000350944059192631,0.0003454256027432384,1.0062870923963767
2018-11-26,68.7036827281398,77.45164306536188,0.030629011195332456,0.018597263446721746,1.8875057985799888,-3.9517915435981585,-0.9492266157195693,1.0,1.0,0.3463196508529187,-0.6536803491470813,0.35060041221067084,-0.6493995877893292,1.0,0.007755257700542972,3.877628850271486e-06,-0.0013385112656218497,-0.0013423888944721213,1.0049362637788932
2018-11-27,69.49624626393305,76.50213735744676,0.011535968732992341,-0.012259335894447498,1.9137888552307571,-4.067649625101404,0.2834363222196987,0.0,1.0,0.0,-0.0,0.3463196508529187,-0.6536803491470813,1.0,0.008561522715504255,4.280761357752127e-06,0.012008819631653882,0.01200453887029613,1.017000060219597
2018-11-28,70.39283612245093,77.13134910881301,0.012901270309087165,0.00822476041978204,1.9298704142776448,-4.138900208092751,0.24052344531221345,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0005,0.0,-0.0005,1.0164915601894873
2018-11-29,70.5679915270548,77.08466856500135,0.0024882561103118928,-0.0006052084444394534,1.9474245519471258,-4.216511694626135,0.43550265018482337,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-11-30,69.85453022464792,77.09035241437896,-0.010110267941143669,7.373514712338824e-05,1.961814663715233,-4.280196020766888,0.09787918739824802,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.0164915601894873
2018-12-03,69.54537527116827,76.10617216292248,-0.00442569655089553,-0.012766581298866986,1.961930577986201,-4.2811353498070295,0.9277625449665408,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-04,69.15843267849797,75.80677155946995,-0.005563886759709646,-0.003933985837726639,1.9583977887793789,-4.265930827533592,1.028632979507159,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-05,70.47203814609273,76.33079023152078,0.018994147448387233,0.0069125575627466684,1.953919339609222,-4.246377486293517,1.2360799819736261,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-06,70.45863890286044,76.28940685797588,-0.00019013559966163385,-0.0005421583271886243,1.9379135579461086,-4.175990204366827,1.2158630922432447,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-07,72.07974503167534,76.36035001327026,0.023007911507485712,0.0009299214427824776,1.912487557911409,-4.064112284627599,1.9105242088423948,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-10,70.17664183358703,76.17605179930578,-0.026402745976029762,-0.0024135328600831674,1.9026320320088128,-4.020852057051654,1.0442578281219446,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-11,70.78201479177599,76.98712962609504,0.008626416744541787,0.010647412246123311,1.9067809246058598,-4.039249099678438,0.627629892145021,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-12,71.61965945964552,76.98764905205107,0.011834145585339462,6.74691936897176e-06,1.898714495132571,-4.0038452291270525,1.0562995634262653,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-13,69.89902676579575,75.4931003521037,-0.024024586361224842,-0.019412837232332114,1.8735752532939656,-3.893703518436296,1.4756510908608496,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-14,68.84887956385846,75.03934778231338,-0.015023774300262027,-0.006010517089296674,1.848627300142858,-3.7844440232154852,1.2643288731667548,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-17,67.46136782841621,73.7361693647676,-0.020153003857605323,-0.017366601070764376,1.8099088111564254,-3.6148817612904702,1.5740923720738773,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-18,64.44579867859451,71.62402037881076,-0.04470068198871413,-0.028644680136666656,1.7627352431048542,-3.4086170840441934,1.639855369622869,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-19,64.37400714744349,71.2973713806262,-0.0011139831086439678,-0.004560606853077354,1.712778203946202,-3.190310078029495,1.6978915898895772,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-20,67.27872468599087,72.17267404009058,0.04512252176401499,0.012276787243550968,1.6543830457380782,-2.9347344260792827,2.249839809360264,-1.0,0.0,-0.3767353779649914,0.6232646220350085,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0164915601894873
2018-12-21,68.26497635877023,72.21772955917511,0.01465919096092394,0.0006242739330886149,1.5952485412100121,-2.6758230996726944,2.4029140594632157,-1.0,-1.0,-0.38531954998566675,0.6146804500143332,-0.3767353779649914,0.6232646220350085,1.0,1.0,0.0005,-0.005133547990371882,-0.005633547990371883,1.0107651062033518
2018-12-24,66.58913660088152,71.47392273261794,-0.024549041796795512,-0.010299504444371999,1.5446303271821622,-2.4543034063024667,1.8885618237251665,-1.0,-1.0,-0.392984391217001,0.6070156087829991,-0.38531954998566675,0.6146804500143332,1.0,0.017168344041350647,8.584172020675324e-06,0.0031283217109293647,0.0031197375389086894,1.0139184280481934
2018-12-25,65.3360601143844,70.88553318230255,-0.018818031746045127,-0.008232226913255203,1.5024245937619618,-2.269707020617113,1.5053402517148495,-1.0,-1.0,-0.39961244086746817,0.6003875591325318,-0.392984391217001,0.6070156087829991,1.0,0.015329682462668415,7.664841231334207e-06,0.002398102518232347,0.0023904376770010126,1.0163421368600054
2018-12-26,65.78310839192856,71.624836077188,0.006842290103834303,0.010429531410649284,1.477225671884502,-2.1593047234952047,1.1253640294512433,-1.0,-1.0,-0.4036773925563548,0.5963226074436452,-0.39961244086746817,0.6003875591325318,1.0,0.01325609930093441,6.628049650467205e-06,0.003527496657019247,0.0035208686073687798,1.019920543984022
2018-12-27,66.76250390203134,71.74086475293669,0.014888252228332677,0.0016199503147713568,1.4456223344667687,-2.021036855426223,1.3907567806605619,-1.0,-1.0,-0.4088938778104654,0.5911061221895346,-0.4036773925563548,0.5963226074436452,1.0,0.008129903377773307,4.064951688886653e-06,-0.005044037843621066,-0.005048102795309952,1.0147718802349421
2018-12-28,66.16744413268164,71.78621881998242,-0.008913083461083326,0.000632192923822883,1.4240846977335009,-1.9268284982371044,1.0099969542540073,-1.0,-1.0,-0.41252683989754635,0.5874731601024537,-0.4088938778104654,0.5911061221895346,1.0,0.010432970508221118,5.216485254110559e-06,0.004018198367327294,0.004012981882073183,1.0188441414047622
2018-12-31,65.65598601818596,71.76603852373766,-0.007729754733613148,-0.00028111657887097685,1.4072204111660849,-1.8531728545842094,0.7325859054495534,-1.0,-1.0,-0.4154168830412952,0.5845831169587048,-0.41252683989754635,0.5874731601024537,1.0,0.007265924174161942,3.632962087080971e-06,0.0030235828484940085,0.0030199498864069275,1.0219209996538638
2019-01-01,66.47890864068371,71.80520492696266,0.012533855211158018,0.0005457512220357064,1.3886889111144969,-1.77202763233778,1.020937485409472,-1.0,-1.0,-0.41863969617267044,0.5813603038273295,-0.4154168830412952,0.5845831169587048,1.0,0.00578008628749771,2.890043143748855e-06,-0.0048877381138485035,-0.004890628156992253,1.016923164038735
2019-01-02,67.73714803228815,72.34205374325373,0.018926896023597095,0.007476461028655734,1.3688666386337043,-1.6852287524020317,1.201657398517726,-1.0,-1.0,-0.42214280183234454,0.5778571981676555,-0.41863969617267044,0.5813603038273295,1.0,0.006445626262750526,3.222813131375263e-06,-0.0035770323456379262,-0.0035802551587693016,1.0132823196346135
2019-01-03,67.79429797691465,72.71725647706351,0.0008437016657278917,0.005186509290175945,1.3524553293100778,-1.6134871315629669,0.9661157620543408,-1.0,-1.0,-0.4250877742674406,0.5749122257325594,-0.42214280183234454,0.5778571981676555,1.0,0.0070062113193481435,3.5031056596740716e-06,0.002640899141610598,0.0026373960359509243,1.015954746407717
2019-01-04,67.05317793044989,72.87313585029828,-0.010931893515840008,0.002143636610987043,1.3450329427170504,-1.5809606457428727,0.5321082892228284,-1.0,-1.0,-0.42643324184664094,0.5735667581533591,-0.4250877742674406,0.5749122257325594,1.0,0.005889944870192121,2.9449724350960606e-06,0.005879417178361457,0.005876472205926361,1.021924976237461
2019-01-07,65.24902194212324,72.20680178618004,-0.026906345739466597,-0.009143754503539991,1.3311834509841882,-1.521126722325496,0.07403553600192223,0.0,-1.0,0.0,-0.0,-0.42643324184664094,0.5735667581533591,1.0,0.0026909351584006314,1.3454675792003158e-06,0.006229206611981686,0.006227861144402486,1.0282893830894646
2019-01-08,65.1627534157965,72.55422605758322,-0.0013221428269569735,0.004811517236727791,1.317140386847327,-1.4606357719548058,-0.16530389044459362,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0005,-0.0,-0.0005,1.02777523839792
2019-01-09,63.19797270258037,72.12321704734485,-0.03015189828887488,-0.005940508687892199,1.2957987368012458,-1.3693180299604535,-0.8533853255764012,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-10,64.69507965608075,72.85131733299875,0.023689161051826835,0.010095227521200734,1.2614599731840441,-1.221801048311561,-0.5639469107059005,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-11,63.6512926107809,72.03709235055103,-0.01613394791147371,-0.011176530668978057,1.2296237785360982,-1.085104365319241,-0.6587011060865687,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-14,64.16569777901715,71.96231427278335,0.008081613854753478,-0.0010380496398133543,1.1962856652023264,-0.9418101526857354,-0.3955630403112152,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-15,65.81480914172307,71.97194170578511,0.025700824892224583,0.00013378437170974422,1.1435091337133894,-0.7141970305237111,0.3706637743483188,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-16,66.01714842583729,71.1332255221521,0.0030743731806395225,-0.011653377187760272,1.0696386614812488,-0.39532715106477845,0.8209019593813816,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-17,66.21867364351485,72.25866707922376,0.003052619243376631,0.01582160163285673,1.0042506676413168,-0.11368693299688282,0.2993335699642464,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-18,67.93758183192253,73.22932388549624,0.02595805826104791,0.013433084853451183,0.9458468392615645,0.13783841263033914,0.7571955564295894,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-21,68.63488004878393,72.9390153926723,0.010263806836494638,-0.0039643748900082265,0.8921810607082755,0.3693223495320659,1.270970240534643,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-22,68.50950400157531,73.46206693794103,-0.0018267103711626653,0.007171080421813247,0.8376749882830249,0.6041619393039612,0.9518972240401011,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.02777523839792
2019-01-23,67.99991172998799,73.72760304263002,-0.007438271215269743,0.003614601599942757,0.8061241638575806,0.7400527787011613,0.5238943149052357,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.02777523839792
2019-01-24,66.32469107193299,72.02802118074398,-0.024635629891799127,-0.023052178448054628,0.7605327884845335,0.936186842564573,0.23110200913764883,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-25,65.28805272793488,72.20496483168439,-0.01562975005603584,0.002456594642471277,0.7303235571917406,1.065704867687653,-0.5215332470838581,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.02777523839792
2019-01-28,66.55812198547962,72.17954617568316,0.019453318095384198,-0.00035203473972311716,0.7036391781542638,1.1804457542388098,0.2835431832320683,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-29,64.78129141902734,72.24807391195478,-0.026695924005186167,0.0009494065826463061,0.6876132700301537,1.248745200419993,-0.8885749752151361,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.02777523839792
2019-01-30,63.45057332301956,71.56554862400904,-0.0205417037366582,-0.009446968631682817,0.6810644656713768,1.2759119918999677,-1.4530242402422442,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-01-31,63.296561398357824,71.40655488792393,-0.002427273964534238,-0.0022216518861670753,0.6970814220880067,1.2062514547856242,-1.4126741421255427,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-01,63.22988135392517,71.30634698025364,-0.0010534544524938294,-0.0014033432620796926,0.7277784023782533,1.0737429477711427,-1.332667026129216,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-04,64.2851287045683,72.08732197492222,0.016689061058591026,0.010952391024670716,0.7584066349196648,0.9419159965796746,-0.9432618767513329,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-05,64.89493395405434,72.31908275887328,0.009485945844310173,0.0032150006076199222,0.8120167229100637,0.71176787502869,-0.6438703661763144,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-06,64.89775207496781,72.3299317769061,4.3425900016602625e-05,0.0001500159794474154,0.8739093951704583,0.44627954006628734,-0.6534092579345312,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-07,66.92486000833392,73.3467919636313,0.031235410604429914,0.014058636054871565,0.9068087111964678,0.30546416974769786,0.14244216524149186,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-08,64.99764737070826,72.99577306510464,-0.028796662964788666,-0.004785743031552214,0.9490953985115901,0.12410312963700498,-1.0016484108614596,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-11,64.96314495917422,72.75492952212525,-0.000530825544150404,-0.003299417663055415,0.9787999942973814,-0.0032791596210923757,-0.8947665123319437,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-12,63.50073849899061,71.58931767897353,-0.02251132486123708,-0.016021070335821785,1.032604109171286,-0.23405850365718717,-1.2165144081058978,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-13,64.76680065832103,72.62199381227478,0.019937754886906633,0.014425003153851312,1.0659546645814282,-0.3769422048230613,-1.0080686314698928,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-14,65.73269035237188,73.26967498721427,0.014913345791872867,0.00891852648129876,1.1003317635131256,-0.5241109568842885,-0.793903136842259,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-15,65.76126570793052,73.89154756383,0.00043472061474214563,0.008487448275487086,1.133172467959364,-0.6648489379770668,-1.3216248446969963,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-18,65.88293363041414,74.35259172639456,0.0018501456925112958,0.006239470924144452,1.1715203539025725,-0.8294375403649106,-1.6477848897982004,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-19,66.815231580485,74.44122352615123,0.014150826302010255,0.0011920472131330406,1.1760673422579142,-0.8490821598552847,-0.9577713836860099,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-20,67.4163632777462,74.60065359502921,0.008996926045778508,0.002141690602680324,1.1810920293746907,-0.8707186254874015,-0.6127112387052076,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-21,66.86477880311196,74.44653443735908,-0.008181759558310575,-0.002065922351120131,1.1787957248284477,-0.8610751461546986,-0.9023530992284559,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-22,68.57435887049958,74.32510676576376,0.0255677218707564,-0.0016310721850657517,1.210877497352912,-0.998350331102972,0.49470840962581025,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
2019-02-25,70.61312499339508,74.37631451495885,0.029730735459672974,0.0006889697361145419,1.2429012603774892,-1.1350557444834326,1.8857380551689413,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.02777523839792
